Vendor,GRAPHTEC Corporation,,,,,,,,,,,,,,,,,,
Model,GL840,,,,,,,,,,,,,,,,,,
Version,Ver1.29,,,,,,,,,,,,,,,,,,
MaxChannel,120,,,,,,,,,,,,,,,,,,
GSStartCH,120,,,,,,,,,,,,,,,,,,
WLStartCH,120,,,,,,,,,,,,,,,,,,
MaxLogicChannel,0,,,,,,,,,,,,,,,,,,
Logic/Pulse,Pulse,Off,Off,Off,Off,Off,Off,,,,,,,,,,,,
28/01/2021 07:54,19.4,7.3,100.07,33.8,7.589,3.353,360,,,,,,,,,,,,
28/01/2021 07:54,19.4,7.6,100.08,33.7,7.739,3.365,360,,,,,,,,,,,,
28/01/2021 07:54,19.4,6,100.08,31.1,7.917,3.305,360,,,,,,,,,,,,
28/01/2021 07:54,19.5,6.2,100.08,28.1,8.053,3.252,300,,,,,,,,,,,,
28/01/2021 07:54,19.6,5.6,100.08,27.2,8.19,3.172,360,,,,,,,,,,,,
28/01/2021 07:54,19.6,5.8,100.08,27.9,8.361,3.112,360,,,,,,,,,,,,
28/01/2021 07:55,19.6,6,100.07,26.4,8.416,3.047,360,,,,,,,,,,,,
28/01/2021 07:55,19.5,5.5,100.06,26.2,8.634,2.951,420,,,,,,,,,,,,
28/01/2021 07:55,19.4,5,100.06,24.5,8.83,2.859,540,,,,,,,,,,,,
28/01/2021 07:55,19.5,4.8,100.07,21.7,9.038,2.776,540,,,,,,,,,,,,
28/01/2021 07:55,19.5,3.5,100.06,19,9.173,2.716,480,,,,,,,,,,,,
28/01/2021 07:55,19.5,3.4,100.06,18.6,9.273,2.653,540,,,,,,,,,,,,
28/01/2021 07:55,19.5,2.6,100.07,19.3,9.343,2.598,480,,,,,,,,,,,,
28/01/2021 07:55,19.4,2.3,100.06,20.1,9.459,2.533,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,1.6,100.07,22,9.536,2.48,480,,,,,,,,,,,,
28/01/2021 07:55,19.4,1.4,100.07,24.6,9.604,2.43,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,1.1,100.07,25.5,9.707,2.395,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,0.8,100.07,23.3,9.772,2.352,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,0.5,100.06,22.8,9.857,2.314,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,-0.3,100.07,24.4,9.965,2.262,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,-0.3,100.07,26.5,10.038,2.224,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,-0.8,100.08,28.7,10.18,2.189,600,,,,,,,,,,,,
28/01/2021 07:55,19.3,-0.9,100.07,30.6,10.286,2.159,540,,,,,,,,,,,,
28/01/2021 07:55,19.4,-1.3,100.07,32.3,10.368,2.116,540,,,,,,,,,,,,
28/01/2021 07:55,19.3,-1.6,100.06,33.8,10.444,2.096,540,,,,,,,,,,,,
28/01/2021 07:55,19.3,-1.8,100.07,35.2,10.529,2.081,540,,,,,,,,,,,,
28/01/2021 07:55,19.3,-2,100.07,36.6,10.596,2.061,600,,,,,,,,,,,,
28/01/2021 07:55,19.3,-2.1,100.07,37.4,10.672,2.056,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.3,100.07,38,10.737,2.039,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.4,100.06,38.8,10.782,2.039,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.5,100.07,39.9,10.822,2.026,600,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.6,100.07,40.6,10.882,2.014,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.6,100.07,41.3,10.945,2.004,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.8,100.07,41.8,11.028,2.004,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.8,100.07,42,11.11,2.001,600,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.9,100.07,42.4,11.16,2.004,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.9,100.07,42.5,11.246,2.001,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.9,100.07,42.9,11.343,1.998,540,,,,,,,,,,,,
28/01/2021 07:55,19.3,-3,100.07,43.4,11.444,2.001,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-3,100.07,44,11.546,1.998,600,,,,,,,,,,,,
28/01/2021 07:55,19.2,-3,100.07,44.9,11.647,2.006,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-3,100.06,46.1,11.732,2.009,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-3,100.07,47.1,11.807,2.014,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-3,100.06,48.2,11.875,2.024,600,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.8,100.06,49.2,11.947,2.026,540,,,,,,,,,,,,
28/01/2021 07:55,19.2,-2.6,100.08,50,12.005,2.039,540,,,,,,,,,,,,
28/01/2021 07:55,19.1,-2.5,100.07,50.7,12.073,2.059,540,,,,,,,,,,,,
28/01/2021 07:55,19.1,-2.2,100.07,51.5,12.143,2.061,540,,,,,,,,,,,,
28/01/2021 07:55,19.1,-2,100.07,52.2,12.203,2.066,600,,,,,,,,,,,,
28/01/2021 07:55,19.1,-1.9,100.07,53,12.248,2.086,540,,,,,,,,,,,,
28/01/2021 07:55,19.1,-1.8,100.06,53.6,12.281,2.094,540,,,,,,,,,,,,
28/01/2021 07:55,19,-1.6,100.07,54.3,12.303,2.119,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-1.5,100.07,54.7,12.326,2.124,600,,,,,,,,,,,,
28/01/2021 07:55,18.9,-1.3,100.06,55.2,12.343,2.141,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-1.1,100.07,55.5,12.361,2.141,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-1.1,100.06,55.8,12.388,2.166,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.9,100.06,56.2,12.398,2.177,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.8,100.07,56.5,12.414,2.194,600,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.8,100.08,56.9,12.484,2.194,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.7,100.07,57.2,12.541,2.207,600,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.7,100.07,57.5,12.599,2.207,540,,,,,,,,,,,,
28/01/2021 07:55,18.9,-0.6,100.07,57.8,12.652,2.209,600,,,,,,,,,,,,
28/01/2021 07:55,18.8,-0.7,100.06,58.1,12.694,2.209,540,,,,,,,,,,,,
28/01/2021 07:55,18.8,-0.7,100.07,58.4,12.717,2.204,600,,,,,,,,,,,,
28/01/2021 07:55,18.8,-0.7,100.06,58.6,12.742,2.207,600,,,,,,,,,,,,
28/01/2021 07:55,18.8,-0.7,100.07,58.9,12.782,2.209,540,,,,,,,,,,,,
28/01/2021 07:56,18.8,-0.7,100.06,59,12.83,2.209,600,,,,,,,,,,,,
28/01/2021 07:56,18.8,-0.8,100.06,59.3,12.882,2.219,540,,,,,,,,,,,,
28/01/2021 07:56,18.8,-0.8,100.06,59.4,12.94,2.219,600,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.8,100.07,59.7,12.99,2.224,540,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.8,100.06,59.9,13.033,2.229,600,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.7,100.07,60.2,13.055,2.227,600,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.8,100.06,60.3,13.105,2.237,540,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.8,100.07,60.5,13.145,2.247,600,,,,,,,,,,,,
28/01/2021 07:56,18.7,-0.8,100.06,60.9,13.203,2.252,540,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.7,100.08,61.3,13.243,2.269,600,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.6,100.07,61.7,13.271,2.274,600,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.6,100.06,62.1,13.298,2.282,540,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.5,100.07,62.7,13.308,2.282,600,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.5,100.07,63.1,13.341,2.294,540,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.3,100.07,63.6,13.363,2.302,600,,,,,,,,,,,,
28/01/2021 07:56,18.6,-0.3,100.07,64,13.378,2.309,540,,,,,,,,,,,,
28/01/2021 07:56,18.5,-0.1,100.07,64.5,13.373,2.329,600,,,,,,,,,,,,
28/01/2021 07:56,18.5,0,100.07,65,13.361,2.322,600,,,,,,,,,,,,
28/01/2021 07:56,18.5,0.1,100.07,65.7,13.346,2.34,540,,,,,,,,,,,,
28/01/2021 07:56,18.5,0.2,100.08,66.4,13.331,2.35,600,,,,,,,,,,,,
28/01/2021 07:56,18.5,0.3,100.07,67.1,13.301,2.35,540,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.07,67.7,13.283,2.357,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.07,68.3,13.256,2.345,540,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.07,68.6,13.248,2.352,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.06,68.9,13.213,2.347,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.4,100.07,69,13.183,2.365,540,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.5,100.07,69.2,13.143,2.345,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.4,100.07,69.2,13.078,2.347,540,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.5,100.06,69.3,13.025,2.355,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.5,100.07,69.5,12.987,2.36,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,0.4,100.06,69.7,12.962,2.347,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,0.4,100.07,69.8,12.94,2.352,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.5,100.07,69.9,12.917,2.34,540,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.07,70,12.887,2.335,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.3,100.07,70,12.84,2.335,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,0.3,100.07,70,12.81,2.337,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.1,100.07,70,12.764,2.324,600,,,,,,,,,,,,
28/01/2021 07:56,18.4,0.1,100.07,69.9,12.729,2.324,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,0.1,100.07,69.9,12.694,2.319,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,0,100.07,69.8,12.659,2.317,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,0,100.07,69.6,12.624,2.312,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.1,100.07,69.5,12.581,2.309,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.2,100.07,69.3,12.534,2.304,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.2,100.07,69.1,12.491,2.294,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.3,100.08,68.8,12.459,2.292,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.3,100.07,68.6,12.451,2.292,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.3,100.07,68.3,12.439,2.287,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.3,100.07,68.1,12.421,2.277,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.4,100.07,67.9,12.406,2.267,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.4,100.07,67.8,12.391,2.262,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.5,100.07,67.7,12.373,2.257,660,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.6,100.07,67.5,12.361,2.249,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.6,100.08,67.4,12.338,2.247,540,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.7,100.06,67.3,12.323,2.237,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.7,100.07,67.2,12.306,2.232,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.7,100.07,67.2,12.291,2.222,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.8,100.07,67.1,12.291,2.222,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.8,100.07,67,12.276,2.212,660,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.8,100.07,67,12.256,2.209,600,,,,,,,,,,,,
28/01/2021 07:56,18.3,-0.8,100.07,67,12.221,2.204,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-0.8,100.07,66.9,12.193,2.209,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-0.9,100.07,66.8,12.158,2.207,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-0.9,100.07,66.7,12.135,2.199,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-0.9,100.07,66.6,12.113,2.197,540,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1,100.07,66.5,12.08,2.194,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1,100.06,66.3,12.045,2.202,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-0.9,100.07,66.2,12.023,2.187,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1,100.07,66.1,12,2.194,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1,100.07,65.9,11.975,2.197,600,,,,,,,,,,,,
28/01/2021 07:57,18.4,-1,100.08,65.8,11.957,2.189,660,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.1,100.07,65.9,11.94,2.194,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.1,100.07,65.9,11.922,2.187,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.1,100.07,66,11.907,2.184,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.1,100.07,66,11.905,2.184,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.1,100.07,66,11.905,2.187,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.3,100.07,65.9,11.907,2.172,540,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.3,100.07,65.8,11.91,2.174,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.3,100.06,65.8,11.9,2.166,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.3,100.07,65.7,11.885,2.166,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.08,65.6,11.862,2.161,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.07,65.5,11.837,2.161,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.08,65.4,11.817,2.161,660,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.07,65.3,11.797,2.166,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.07,65.2,11.782,2.156,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.4,100.07,65,11.772,2.151,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.08,64.9,11.759,2.149,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.08,64.8,11.749,2.151,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.7,11.729,2.141,540,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.6,11.717,2.141,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.5,11.699,2.134,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.07,64.4,11.689,2.136,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.3,11.682,2.139,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.2,11.687,2.134,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.1,11.689,2.139,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64.1,11.702,2.136,660,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.06,64,11.694,2.129,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.5,100.07,64,11.679,2.134,660,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.07,64,11.672,2.131,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.06,64,11.664,2.134,720,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.06,64,11.657,2.126,540,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.06,64,11.654,2.131,660,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.07,63.9,11.634,2.124,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-1.6,100.06,63.9,11.634,2.124,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,100.07,63.8,11.629,2.131,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,100.07,63.7,11.629,2.134,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,100.06,63.7,11.624,2.131,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,100.07,63.8,11.627,2.134,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,98.07,63.8,11.629,2.134,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,91.07,63.9,11.634,2.136,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.6,80.07,64,11.642,2.131,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.7,78.07,64,11.642,2.129,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.7,78.07,64,11.642,2.116,540,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.8,78.07,63.7,11.649,2.114,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.8,77.07,63.3,11.667,2.106,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.9,67.08,62.8,11.687,2.099,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-1.9,59.08,62.1,11.732,2.094,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-2,53.08,61.4,11.784,2.084,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-2,51.08,60.6,11.84,2.081,600,,,,,,,,,,,,
28/01/2021 07:57,18.3,-2.1,50.08,59.8,11.885,2.074,600,,,,,,,,,,,,
28/01/2021 07:57,18.2,-2.1,50.09,59,11.942,2.069,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,50.07,58.2,11.997,2.051,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,50.08,57.4,12.06,2.051,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,50.08,56.6,12.13,2.051,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,50.08,55.8,12.211,2.029,540,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,50.08,54.9,12.298,2.039,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,50.08,54.2,12.371,2.029,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,50.08,53.4,12.431,2.029,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,50.08,52.9,12.506,2.026,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,50.08,52.5,12.579,2.024,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,48.09,52.3,12.642,2.031,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.5,43.1,52.2,12.704,2.036,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.08,52.2,12.799,2.034,660,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.09,52.2,12.897,2.039,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.08,52.2,12.995,2.036,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.09,52.1,13.098,2.031,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.09,51.8,13.213,2.039,540,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.08,51.6,13.298,2.039,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.09,51.6,13.396,2.039,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.4,40.08,51.8,13.496,2.044,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,40.08,51.9,13.612,2.054,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,40.09,52.2,13.712,2.051,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,40.1,52.5,13.794,2.056,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2.3,40.08,52.8,13.875,2.059,600,,,,,,,,,,,,
28/01/2021 07:58,18.3,-2.3,40.08,53.2,13.957,2.061,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2.1,40.08,53.6,14.048,2.069,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2.1,40.09,54,14.133,2.084,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2.1,40.08,54.3,14.216,2.081,540,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2,40.09,54.8,14.283,2.089,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2,40.09,55.1,14.353,2.086,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-2,40.09,55.5,14.419,2.104,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-1.9,40.08,55.8,14.476,2.106,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-1.8,40.09,56.1,14.549,2.114,600,,,,,,,,,,,,
28/01/2021 07:58,18.2,-1.8,40.09,56.5,14.619,2.124,600,,,,,,,,,,,,
